baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl,sig
1040.1764903490637,1.989058959063383,0.11447673468299682,17.375224446883326,1.2710799560782392e-67,9.166011779271398e-65,ENSG00000253368,TRUE
8565.70116426611,2.2602670477304345,0.1307842400069353,17.28241145577308,6.382291711702465e-67,4.4253828837912326e-64,ENSG00000163661,TRUE
1467.6358270399212,1.5191181478155293,0.08795653816647869,17.271236220555163,7.746509665977468e-67,5.1723731947496953e-64,ENSG00000162616,TRUE
11193.718773887016,1.4478739182700224,0.08434153561338703,17.166795787391496,4.706967994017703e-66,3.0306149641482555e-63,ENSG00000148175,TRUE
1281.4686580159466,-2.411989940437593,0.14080577696368937,-17.1299075396572,8.879571891222466e-66,5.520031794998573e-63,ENSG00000124766,TRUE
1969.048356310049,2.3210910185158866,0.13575447407485755,17.09771286975038,1.5434347669979084e-65,9.275013993146097e-63,ENSG00000197381,TRUE
8014.7816508389005,1.7443576649967618,0.1032920033836622,16.88763513006534,5.5482721905480324e-64,3.226588743587094e-61,ENSG00000172403,TRUE
3232.635437121343,2.424513230048104,0.14427731859405088,16.804534861573703,2.260790227740015e-63,1.273672694553031e-60,ENSG00000116285,TRUE
418.9214765558838,3.4499859153611125,0.2088101260269998,16.52211978893695,2.5430083638223217e-61,1.3892531752420851e-58,ENSG00000163083,TRUE
7432.936351634205,2.187373418865932,0.1344678547697065,16.266887150182402,1.6956136484724012e-59,8.990742016076603e-57,ENSG00000166741,TRUE
2128.114024809806,1.8155244934816355,0.11337676898348902,16.01319661654875,1.0336025615833982e-57,5.3239391372072864e-55,ENSG00000070404,TRUE
333.2146881638375,-3.0418401436503832,0.19137149156475633,-15.894949236057371,6.86840772113228e-57,3.439545955460354e-54,ENSG00000105989,TRUE
943.3405742311438,2.288870811287482,0.14487318764821666,15.79913335547882,3.1542303518172113e-56,1.536877426555694e-53,ENSG00000122035,TRUE
5029.851420770923,1.9279370509877394,0.12223939771862082,15.77181405479107,4.863263256449205e-56,2.3072344733491123e-53,ENSG00000119139,TRUE
3701.528597671657,1.4658308767446424,0.0931376077545696,15.73833505158634,8.258822613250453e-56,3.81769369414562e-53,ENSG00000136478,TRUE
17178.426043090814,2.0306425281724825,0.13270037016905023,15.302463177650504,7.361688271497414e-53,3.3179129039638843e-50,ENSG00000196569,TRUE
100990.69435151486,-1.3049463222201285,0.08547598254371809,-15.26681862419882,1.2723058689227616e-52,5.594422001204767e-50,ENSG00000108821,TRUE
847.4939460219118,2.7531521906764578,0.18186058509332204,15.138806406367127,8.982925928046456e-52,3.8558140150195596e-49,ENSG00000221866,TRUE
2236.2383212373957,1.859046245894575,0.12295600897246087,15.119604657231154,1.2026243197133232e-51,5.042072380416695e-49,ENSG00000100242,TRUE
2018.1636882420228,-1.2399435640792826,0.08204202044736791,-15.11351813763215,1.3190510005890739e-51,5.404511690595415e-49,ENSG00000145685,TRUE
2737.98198594824,1.387548958756172,0.09183423441598505,15.10927779362692,1.4067305668846744e-51,5.635675257732647e-49,ENSG00000134686,TRUE
756.366829107728,-1.5729035701243752,0.1042774612873198,-15.083830683128083,2.0690779953360872e-51,8.108986543460648e-49,ENSG00000172986,TRUE
5397.336845219525,1.2013880729685955,0.07984594153167891,15.046326086491751,3.649465870740967e-51,1.399841930164216e-48,ENSG00000102804,TRUE
363.76229400435807,2.4273423349022947,0.16171950365712912,15.009583136296557,6.354581154998402e-51,2.3866747721314832e-48,ENSG00000060718,TRUE
530.0604850219261,2.7182780154167445,0.1812773219878486,14.995135550374892,7.900124491528495e-51,2.906600904760729e-48,ENSG00000099337,TRUE
449.1768481733303,2.458712825028921,0.16443753623608193,14.952260179202408,1.5055144531921086e-50,5.428282912429467e-48,ENSG00000126803,TRUE
167.61550568307638,2.945320461846541,0.1972842595723955,14.929323141290576,2.1241121717348623e-50,7.508528280791392e-48,ENSG00000157150,TRUE
3055.9738480542605,1.539090799387215,0.10365378281823642,14.84838042125399,7.126972821716151e-50,2.47086665442113e-47,ENSG00000133142,TRUE
799.5685841064611,-2.507192508867507,0.16905946208256234,-14.830240661969501,9.339751542355898e-50,3.1769252982187194e-47,ENSG00000138316,TRUE
3082.0691351298196,2.6312671287963494,0.1796502049130984,14.646613568123472,1.4159930218418523e-48,4.727318925512021e-46,ENSG00000103196,TRUE
740.4108031269425,-2.124915945436904,0.14523337267992478,-14.631044547315849,1.780327154763836e-48,5.835588717469534e-46,ENSG00000131389,TRUE
1597.83892249109,1.9129571228104363,0.1310718608053235,14.594720110456702,3.034555305597038e-48,9.769100544518464e-46,ENSG00000152268,TRUE
159.52691976402326,4.835849748809777,0.33170363693577404,14.578826429166094,3.8304489035078963e-48,1.2114970672357957e-45,ENSG00000168309,TRUE
1357.5715410308098,1.5056284297076303,0.10330875200150146,14.574064641548937,4.107093551164348e-48,1.2765979748343254e-45,ENSG00000163171,TRUE
197.04362280384095,2.529887270675883,0.17427099607544022,14.516972575176649,9.459676044965919e-48,2.890492198960095e-45,ENSG00000124440,TRUE
627.5272330351917,2.3268683143645577,0.16080404514539998,14.470210076248948,1.8690046383875015e-47,5.615735936808312e-45,ENSG00000141401,TRUE
370.8298225527897,-2.197342269051407,0.15213823632188483,-14.443063901453437,2.772386819164354e-47,8.193539274736883e-45,ENSG00000103742,TRUE
2754.9681280657132,-1.8335622673143088,0.12734204351861522,-14.398718731463372,5.271166439431914e-47,1.5327191704851378e-44,ENSG00000112837,TRUE
1920.710129862853,1.5673941862642808,0.10938822769507102,14.32872823055078,1.4474702653921154e-46,4.142062530871279e-44,ENSG00000164647,TRUE
1247.2418518719353,1.3811242322983805,0.09704343271204668,14.232021618572977,5.7981055798149915e-46,1.6332538655141354e-43,ENSG00000068383,TRUE
1631.8778580831324,1.5472520116914776,0.10944584235780544,14.1371474544746,2.2418926009317128e-45,6.217975355322603e-43,ENSG00000156675,TRUE
435.71271672213066,-2.5524804981386153,0.18276209027412632,-13.96613758526251,2.508675320528277e-44,6.852484648255117e-42,ENSG00000136999,TRUE
12754.947681281052,1.366220459801957,0.09796192694960959,13.946443300413272,3.3068994285273373e-44,8.89802729813296e-42,ENSG00000206538,TRUE
4615.740067532874,-1.1511178200637016,0.08276355067415818,-13.908511786736607,5.62374294625524e-44,1.4909534975748452e-41,ENSG00000227051,TRUE
2906.341053088197,-1.8075425869900061,0.13078756821731793,-13.820446481477317,1.918760480210535e-43,5.013248396700801e-41,ENSG00000134363,TRUE
229.64074274042454,-2.229245270906869,0.16132714518604846,-13.81816599020593,1.9805162421157824e-43,5.100678116123332e-41,ENSG00000196517,TRUE
8020.528816804033,-1.0079784059578434,0.07311771406831374,-13.785693642119213,3.107651424211449e-43,7.89080843319493e-41,ENSG00000124762,TRUE
2027.1857313468126,1.9264311960978449,0.14025613519098368,13.735093965584223,6.257483421700237e-43,1.566804321200165e-40,ENSG00000149218,TRUE
385.0710288625155,7.352627933187193,0.5363902200393277,13.707609979630323,9.141987527234787e-43,2.2576952211094347e-40,ENSG00000109906,TRUE
3885.649240401704,2.249366490256705,0.1643695568843111,13.684812035113572,1.2513030317548682e-42,3.0484447373617247e-40,ENSG00000185432,TRUE
1805.2893100214792,1.261851375402233,0.09243773123080724,13.650825897614508,1.996034484688509e-42,4.797934625328592e-40,ENSG00000163378,TRUE
231.67161628976595,2.8965225070745246,0.2125787788818957,13.625642796093826,2.8191704118268864e-42,6.687368971633567e-40,ENSG00000167641,TRUE
4908.818151642603,1.1850741118328294,0.0871650878374243,13.59574275933923,4.24429861622627e-42,9.937170838094442e-40,ENSG00000196975,TRUE
677.213238740759,-1.8637648889995615,0.13730588063807533,-13.573816943152352,5.726078577260732e-42,1.3234582639853395e-39,ENSG00000106484,TRUE
386.4151621032122,-2.374281870038682,0.17517468312323073,-13.553795718120053,7.523680141856254e-42,1.7169228556630955e-39,ENSG00000126016,TRUE
1460.1780029803213,1.602490376292805,0.11838120708883182,13.536695694362331,9.49654889899116e-42,2.1400472943876577e-39,ENSG00000151726,TRUE
678.868174958036,2.227845268671463,0.16489167225827,13.510962913772786,1.3474738420143957e-41,2.999044249856238e-39,ENSG00000150907,TRUE
451.0047652992933,-1.8685332282107912,0.13856848970744812,-13.484546394030279,1.9284787922055425e-41,4.239831178766039e-39,ENSG00000130513,TRUE
1963.574298620355,1.4998292285059205,0.11124346473850256,13.482403052004306,1.9853365726636496e-41,4.312246714696419e-39,ENSG00000221869,TRUE
554.1946412541968,2.225180501958111,0.16676528919546157,13.343187378459978,1.2978924860437163e-40,2.7855244926662047e-38,ENSG00000169715,TRUE
12593.329591010748,1.1647496283469698,0.08734116862268071,13.335631371945123,1.436334950773916e-40,3.046381940300254e-38,ENSG00000147027,TRUE
8442.053719625275,2.147508788399706,0.16142398297029786,13.303529927116527,2.207931579928858e-40,4.6284407584834247e-38,ENSG00000145390,TRUE
1974.8830791701741,2.1242385064273117,0.15999037232329524,13.277289599244304,3.1353897349888334e-40,6.497104154296401e-38,ENSG00000185950,TRUE
244.49732618480382,-2.882906511604638,0.21848977109767082,-13.194697843845061,9.413154357223348e-40,1.9284130312729833e-37,ENSG00000013293,TRUE
1017.1759724995393,1.4284740934722222,0.10872731410737127,13.138134655488352,1.990737821426672e-39,4.032474319626971e-37,ENSG00000131831,TRUE
1942.4144335169105,1.6814371358236786,0.1289263453243731,13.041842856812977,7.072659733160602e-39,1.4167323296602147e-36,ENSG00000146122,TRUE
655.4494367844393,1.954307477116467,0.14999982590154068,13.028731635990479,8.399225162417086e-39,1.6639695739346727e-36,ENSG00000137672,TRUE
3105.0055563767514,1.2033080723629288,0.09247200309182133,13.012674454213863,1.0364995609197788e-38,2.031088487419758e-36,ENSG00000020577,TRUE
1683.2682077276952,2.08291962280933,0.16052247174000134,12.975875590696361,1.6766925314111804e-38,3.250259457664598e-36,ENSG00000119138,TRUE
6850.2695169318185,-1.178827776042275,0.09092569539361442,-12.964737535843605,1.9389293207061603e-38,3.718618914222411e-36,ENSG00000138735,TRUE
1314.1843253204245,1.6054566318670929,0.12392163021148807,12.955418913769746,2.189376287275707e-38,4.154744811263836e-36,ENSG00000163110,TRUE
3659.8688429635345,1.6052705383119164,0.12465343928064096,12.877868012112037,5.996932640662482e-38,1.1261739754777419e-35,ENSG00000071282,TRUE
4767.14944686345,-1.3237680664177007,0.10319527797833396,-12.827796894889206,1.1457605269900932e-37,2.129460905214165e-35,ENSG00000101825,TRUE
25853.662017395505,-1.0014598506513135,0.07826275654193618,-12.796122892945803,1.7234320035755317e-37,3.170411444944866e-35,ENSG00000162407,TRUE
13216.647601907487,1.4583819845755364,0.11468719599164727,12.716170902650294,4.808522943266829e-37,8.756368850627717e-35,ENSG00000163513,TRUE
2162.538814709049,2.0512072618605126,0.16145647253144774,12.704397846057166,5.589802684336034e-37,1.0077296279321003e-34,ENSG00000246430,TRUE
4934.73010201059,1.1635095878593884,0.09172146349665815,12.685248833843353,7.1386776998777525e-37,1.2742186294395655e-34,ENSG00000163431,TRUE
1090.4582572270288,2.3961673511530686,0.1901141387321018,12.603835607038219,2.011208828368676e-36,3.5547130154735777e-34,ENSG00000046653,TRUE
1018.352986539814,1.6166915118843697,0.12862206353172384,12.56931717228765,3.1140177330370775e-36,5.45043802827111e-34,ENSG00000106617,TRUE
506.2447666585622,2.380917250892446,0.18975081937266905,12.547599313478296,4.097449336427545e-36,7.081228880531128e-34,ENSG00000099998,TRUE
1115.8000326385386,-1.7210735393523307,0.1371692273007557,-12.547081974725455,4.124301267227471e-36,7.081228880531128e-34,ENSG00000137809,TRUE
1919.1485028323555,2.214061641477623,0.1800912120932695,12.294112609620049,9.74207215526977e-35,1.6568875171245602e-32,ENSG00000115457,TRUE
834.0666310337718,1.2427733248958146,0.1022002406175792,12.16018002879387,5.064695198803966e-34,8.533301405984851e-32,ENSG00000160200,TRUE
3234.85251306157,1.1310015001246931,0.09324872336688866,12.128868463697339,7.426854619268879e-34,1.2397345840386976e-31,ENSG00000174306,TRUE
1415.678426438823,1.0382370582680962,0.08568572601455578,12.116802956092439,8.605080339307681e-34,1.4232329207067786e-31,ENSG00000128923,TRUE
5040.482677662727,1.0280741741719963,0.08489156712416816,12.110439340438436,9.299471725665955e-34,1.5240988751845987e-31,ENSG00000123562,TRUE
243.2769764671969,-3.059419374418934,0.25271049294148057,-12.106420033486282,9.7664461864441e-34,1.5862116382812093e-31,ENSG00000214814,TRUE
15848.976901716365,0.9167141269490843,0.07581400033275716,12.091620583606074,1.1695668072563387e-33,1.8825848572515425e-31,ENSG00000125868,TRUE
373.51179517353967,1.919137861678761,0.15902755021232215,12.067958407939166,1.559554780861908e-33,2.48811093711314e-31,ENSG00000162772,TRUE
5596.349666908656,1.1246611188079148,0.09344187721828238,12.035943115533524,2.2999058210885243e-33,3.637079135314379e-31,ENSG00000164125,TRUE
216.67374180945188,2.0777321080562743,0.17291530464323554,12.015894789319653,2.9317881258604562e-33,4.596024028957592e-31,ENSG00000119508,TRUE
992.6593994549962,1.2533891334028062,0.1044021688508524,12.005393635005627,3.328762941141108e-33,5.173356750249301e-31,ENSG00000173918,TRUE
4058.013382052,1.0182390093948697,0.08495137171499595,11.986139703676216,4.20027459883861e-33,6.472012860501065e-31,ENSG00000109861,TRUE
1010.293461342359,1.3463401631193197,0.11249620089142484,11.967872269915437,5.2354024427325366e-33,7.998630104879844e-31,ENSG00000114098,TRUE
152.37254422485304,-2.78260967676438,0.2329815789172023,-11.943475057971309,7.022658556400638e-33,1.0639032643259722e-30,ENSG00000145777,TRUE
1570.6346101491392,1.200288318122074,0.10081088761138482,11.90633617619812,1.0969202567263721e-32,1.647939865688586e-30,ENSG00000077684,TRUE
1975.8673223812013,-0.992040188702528,0.08333751640547314,-11.903884726727664,1.1296347729818766e-32,1.6830624534972952e-30,ENSG00000139289,TRUE
1546.9069972935372,1.2333733876506767,0.10378122567100422,11.884359427017955,1.4272504542526258e-32,2.1090550155136343e-30,ENSG00000114270,TRUE
865.2054493373591,-1.212154224584632,0.10243451756022891,-11.833454712879533,2.6212666689310997e-32,3.84196711443007e-30,ENSG00000103485,TRUE
7510.525871680295,1.549826704358611,0.13167404003500738,11.770176596287072,5.56079845089388e-32,8.08468342521894e-30,ENSG00000164442,TRUE
15701.275286382366,1.9193229244098564,0.16313428853162865,11.765294357707859,5.892048283684972e-32,8.497747716661813e-30,ENSG00000138829,TRUE
5654.056964312779,-1.1916928695748528,0.10130846678267627,-11.763013570536357,6.053438121579367e-32,8.661220829828003e-30,ENSG00000155130,TRUE
995.2515370701749,1.576429582254967,0.13446530975080354,11.723689813948809,9.638069293746949e-32,1.3681504978556694e-29,ENSG00000110756,TRUE
1303.2727454240644,-1.3480507757552918,0.1153168324926886,-11.689974018673828,1.4343048436167625e-31,2.0201287281814838e-29,ENSG00000144369,TRUE
1492.1255660968873,-1.6366655616009544,0.14023551358201086,-11.670835152921654,1.7965090378210565e-31,2.5106561964215508e-29,ENSG00000143320,TRUE
630.8741852919744,-1.272697660425345,0.11002159717082853,-11.567707551538726,6.006617024022268e-31,8.329791669928727e-29,ENSG00000181467,TRUE
988.8426856817538,1.0549965738547384,0.09192550516104214,11.476647008972261,1.728546044944933e-30,2.378796038035668e-28,ENSG00000196507,TRUE
3716.5773819761876,1.1834012947170733,0.10323036766215095,11.463693499475575,2.00766498997223e-30,2.74198366963783e-28,ENSG00000008256,TRUE
2250.5969488439405,-1.0157260707751783,0.08921731292703806,-11.38485387478369,4.975157222334669e-30,6.743769504078904e-28,ENSG00000116584,TRUE
9199.626730626427,1.1110744280228098,0.09821320304957072,11.312882520102944,1.1330489444300496e-29,1.5243736097152934e-27,ENSG00000140545,TRUE
153.23479367766961,-2.5674257666266764,0.23020682838649298,-11.152691623535334,6.947251140587218e-29,9.277410634259731e-27,ENSG00000154864,TRUE
2129.4344352706744,1.0854945725533116,0.097645748442284,11.11665986353641,1.0409655730339184e-28,1.3798917169599618e-26,ENSG00000072958,TRUE
669.4012930868463,-2.046653298046467,0.18420997574245213,-11.11043682513664,1.1161217870475536e-28,1.4687185092622844e-26,ENSG00000146592,TRUE
115.0851705115908,2.4886185971636685,0.22425025210515986,11.097506351951195,1.289927374916874e-28,1.6851312112319858e-26,ENSG00000177283,TRUE
1601.0465922040523,-1.156474184155861,0.10482397665230613,-11.032534932268462,2.662526804837746e-28,3.453239801267258e-26,ENSG00000205978,TRUE
4991.268371078083,1.3686883861497108,0.12435652264918294,11.00616483150515,3.5687384347099464e-28,4.5955154643536365e-26,ENSG00000136546,TRUE
996.1751419041143,1.4117981995276094,0.12832736293331376,11.001536751450745,3.75674453421674e-28,4.803304288146056e-26,ENSG00000243244,TRUE
344.0561241555045,-1.7706997942766447,0.16096148391545784,-11.000767085414504,3.7889496034620926e-28,4.810365031775676e-26,ENSG00000133216,TRUE
2564.362226872678,4.04662558901726,0.3697714568753002,10.943585595309816,7.132220003925058e-28,8.991584771381884e-26,ENSG00000096060,TRUE
1231.1024276236758,-1.4268086346809903,0.1306502596147126,-10.920825101217913,9.165930863195695e-28,1.147523622233972e-25,ENSG00000092621,TRUE
2283.831809642092,1.31568403714591,0.12057963060625214,10.911329140178099,1.0175755398808907e-27,1.2651621953774274e-25,ENSG00000187498,TRUE
26348.276920473865,-0.9683031805151828,0.08876233485266476,-10.908942200793327,1.044647972319589e-27,1.28992559212175e-25,ENSG00000166482,TRUE
13780.72946001909,-0.9555723108007058,0.08797280692834172,-10.862132790409513,1.7462244686247528e-27,2.1281804891750644e-25,ENSG00000123243,TRUE
160.22505904844687,-2.4961381606171917,0.22980283529076945,-10.862086002806837,1.7471195495779318e-27,2.1281804891750644e-25,ENSG00000163491,TRUE
18353.574592570254,1.5533936061570308,0.1435400671905173,10.822020893269116,2.7074074379841187e-27,3.2757812947636037e-25,ENSG00000165507,TRUE
2987.6707198172157,-1.1730857879124634,0.10846431780659144,-10.815407422782632,2.9099678485093712e-27,3.4973933581951297e-25,ENSG00000183160,TRUE
77.63183523617882,3.38894873125952,0.3145006154458634,10.775650554626267,4.485995926628581e-27,5.3558632162423875e-25,ENSG00000233117,TRUE
304.4768107809447,1.8129136488731996,0.16842143944841534,10.764150067892423,5.0828381381885565e-27,6.028513549688375e-25,ENSG00000127083,TRUE
1701.2338797806779,1.1001593179352802,0.1024316284786638,10.74042592385847,6.574039179911285e-27,7.746194662447101e-25,ENSG00000177666,TRUE
849.1013717463547,1.057120260460755,0.09868414142215297,10.712159473917751,8.925514419927251e-27,1.0448647659899253e-24,ENSG00000069431,TRUE
11496.486207438053,1.6154081703890473,0.15100698355053532,10.697572604967915,1.0447934205114771e-26,1.2151958570955425e-24,ENSG00000131386,TRUE
664.6835729355251,1.217252993559227,0.11383309272954441,10.693313906978645,1.0939110002089663e-26,1.26416843024149e-24,ENSG00000102466,TRUE
3691.9997006890558,1.0871561383094097,0.10170642026469882,10.689159400950322,1.1440312686738798e-26,1.3136685166657773e-24,ENSG00000162496,TRUE
568.7034974257142,1.8755797406964434,0.17608881383391553,10.651328155719554,1.7189482437737356e-26,1.961341704984361e-24,ENSG00000180914,TRUE
751.373295308449,1.1148358610173945,0.10473524931509488,10.644323361120025,1.853258030064871e-26,2.10129155761066e-24,ENSG00000177674,TRUE
848.5850609466756,1.4272585224335497,0.13471712450788825,10.594484759433666,3.1607673864014754e-26,3.5613946526278625e-24,ENSG00000099204,TRUE
14120.998964721546,0.9219435712154429,0.08715318893591689,10.578426130721864,3.7520778017541993e-26,4.201394944722031e-24,ENSG00000197043,TRUE
286.3841192802472,5.2071603280482845,0.49308276058017136,10.560418542967172,4.546301707725589e-26,5.0593041473380815e-24,ENSG00000127954,TRUE
743.9998750109809,1.1041209507270178,0.10491025228497122,10.524433281581071,6.666137402919413e-26,7.37282976072584e-24,ENSG00000148120,TRUE
627.4492469720145,2.098103642981648,0.19953570598175943,10.514928306482883,7.373686621744498e-26,8.105659903464013e-24,ENSG00000169738,TRUE
93.26052686166484,-2.669169306929621,0.25403038258250654,-10.50728373430962,7.996351607123958e-26,8.73686222868065e-24,ENSG00000126878,TRUE
516.8007848001238,-1.1980529137027314,0.11405427226705739,-10.504235307358744,8.258942574061868e-26,8.969410646095624e-24,ENSG00000112773,TRUE
4870.591432027519,0.7657052950471013,0.0731008029297198,10.47464958467367,1.1295514939940138e-25,1.219374511001442e-23,ENSG00000091527,TRUE
633.0429027172311,1.6836508689385132,0.1611432685468344,10.448161341900422,1.4939335417878865e-25,1.6031329697233344e-23,ENSG00000035664,TRUE
1927.711010111877,1.2220352027265398,0.11705885161181347,10.439494202275371,1.6368047765764576e-25,1.746054231486413e-23,ENSG00000023909,TRUE
178.6544504360529,-2.4815512445408174,0.23799787437501674,-10.426779025053815,1.8712422537438328e-25,1.9843973735584598e-23,ENSG00000125848,TRUE
5362.006742154959,0.8655355238053272,0.08324875436672743,10.396978674208984,2.5591925268453603e-25,2.698077361050769e-23,ENSG00000131446,TRUE
1697.4919813707593,1.10137253597416,0.10599393333415132,10.390901642474446,2.7276226617313642e-25,2.858929148005409e-23,ENSG00000138073,TRUE
262.8052753259595,-1.4652635933873135,0.1410895592111646,-10.385343901984246,2.8912543077935294e-25,3.0129209630579047e-23,ENSG00000110900,TRUE
353.79947827724067,-2.5889779463909184,0.24932521051918777,-10.383939678621765,2.9341142043630823e-25,3.040012119325152e-23,ENSG00000164742,TRUE
2266.2745018764117,1.080330277275622,0.10406631882003538,10.381171252380566,3.02046517924652e-25,3.1115969286546436e-23,ENSG00000163697,TRUE
2831.7030125068363,-0.9694532541459141,0.09370369087075757,-10.345945235850413,4.365864497559082e-25,4.4720343842042685e-23,ENSG00000174136,TRUE
1841.388113144114,1.0356371642480322,0.1001331974990681,10.342595563850544,4.521230386321611e-25,4.605013638678306e-23,ENSG00000120837,TRUE
14399.550596551178,1.0471290153786879,0.1014003330521585,10.326682209614278,5.337488229138397e-25,5.405856055893653e-23,ENSG00000164292,TRUE
2383.877083180293,0.8675895138518294,0.08424610287243613,10.298274748275505,7.1736289185702805e-25,7.22492637675894e-23,ENSG00000132356,TRUE
5992.504556720649,-1.1557016750606823,0.11244648860872969,-10.27779248031548,8.873673328778944e-25,8.887476820623711e-23,ENSG00000152580,TRUE
498.69042156346774,1.1569976627214598,0.11266673223843723,10.269204047499125,9.70016533363464e-25,9.661579040594767e-23,ENSG00000183044,TRUE
3431.5726431671496,-1.7743384412291168,0.17299790336267357,-10.256415868285906,1.1074099934059305e-24,1.096944360501215e-22,ENSG00000013297,TRUE
231.2773027254979,-2.556615281078512,0.24933752357532785,-10.253632282932848,1.1397810563598173e-24,1.1228400483090046e-22,ENSG00000172061,TRUE
149.55291366316695,2.482303227525191,0.24229701413612484,10.244877496222916,1.2478285458722654e-24,1.2226007078796305e-22,ENSG00000102554,TRUE
1983.2215577467364,1.0042867448434512,0.09818142423037336,10.228887518345507,1.4720057383206684e-24,1.4344497000240545e-22,ENSG00000173221,TRUE
785.211998028092,-1.9919734666925162,0.19478082819742823,-10.22674297633373,1.5049591363251317e-24,1.4586775972940576e-22,ENSG00000099194,TRUE
591.6843780092541,-1.3219385992524078,0.12952245740199256,-10.206250142008741,1.859113686711049e-24,1.7923048954025024e-22,ENSG00000164070,TRUE
5822.549084787313,0.8623454889303757,0.08483539231744226,10.164926045294852,2.843377252498322e-24,2.726617292980838e-22,ENSG00000152601,TRUE
721.942089206498,1.0957063547193855,0.10793343634334632,10.151686000562805,3.2568751702606888e-24,3.1066108766909895e-22,ENSG00000008311,TRUE
126.79457251676239,2.0244510361596313,0.1998088253353041,10.13194003198983,3.986600916978048e-24,3.7826548069094863e-22,ENSG00000237697,TRUE
786.1160827552726,-1.708078903268917,0.16880225053430775,-10.118815939137987,4.55897306481807e-24,4.30309771793404e-22,ENSG00000126950,TRUE
2793.3846459654696,-0.8687434743832319,0.08597556394825007,-10.104539411990842,5.274282034162065e-24,4.952331068326755e-22,ENSG00000173068,TRUE
2121.0803926707304,-1.1370003214085644,0.11262172139837663,-10.095746249399395,5.7690595142899205e-24,5.388839633348119e-22,ENSG00000170624,TRUE
685.7232390647961,-1.6474399055044593,0.16343099592944732,-10.080339388102697,6.749259198693226e-24,6.271940455362963e-22,ENSG00000088756,TRUE
3319.8690890490093,0.8233193879554063,0.08193678278747357,10.048226937234283,9.353514785112669e-24,8.647444335692882e-22,ENSG00000103502,TRUE
